"Invalid value found for ${0}",,
Inventory,المخازن,
"Inventory Items",,
"Inventory Settings",,
Investments,استثمارات,
Invoice,الفاتورة,
"Invoice Created","الفاتورة المُنشأة",
"Invoice Date","تاريخ الفاتورة",
"Invoice Item",,
"Invoice No","رقم الفاتورة",
"Invoice No.","رقم الفاتورة",
"Invoice Value","قيمة الفاتورة",
Invoices,الفواتير,
Is,هو,
"Is Coupon Code Based",,
"Is Custom",,
"Is Empty",فارغ,
"Is Enabled",,
"Is Group","هي المجموعة",
"Is Landscape",,
"Is Not",ليس,
"Is Not Empty","ليس فارغ",
"Is POS Shift Open",,
"Is Price List Enabled",,
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required",,
"Is Sync Enabled",,
"Is Whole",,
Item,صنف,
"Item ${0} has Zero Quantity",,
"Item ${0} is a batched item",,
"Item ${0} is not a batched item",,
"Item ${0} not found",,
"Item ${0} not in Stock",,
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description",,
"Item Discounts",,
"Item Group",,
"Item Name","اسم العنصر",
"Item Prices",,
"Item Visibility",,
"Item is out of stock (quantity is zero)",,
"Item with From location not found",,
"Item with To location not found",,
"Item with barcode ${0} not found.",,
ItemCode,,
Items,العناصر,
January,,
"John Doe",,
"Journal Entries",,
"Journal Entry","إدخال دفتر اليومية",
"Journal Entry Account",,
"Journal Entry Number Series"," تسلسل القيود اليومية",
"Journal Entry Print Template","  قالب الطابعة القيود اليومية",
July,,
June,,
"Key Hints",,
Kg,,
Label,,
Language,اللغة,
Lead,,
"Left Index",,
"Legal Expenses","المصاريف القانونية",
"Less Filters",,
"Less Than","أقل من",
Liability,,
Limit,,
Link,,
"Link Validation Error",,
"Linked Entries",,
List,,
"List View",,
"Load an existing company from your computer",,
"Loading Report...",,
"Loading instance...",,
Loading...,"تحميل ...",
"Loans (Liabilities)","قروض (خصوم)",
"Loans and Advances (Assets)","القروض والسلف (الأصول)",
Locale,اللغة,
Location,,
"Location Name",,
Logo,الشعار,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Make Entry"," ادخال جديد  ",
"Make Payment On Submit",,
"Make Purchase Receipt On Submit",,
"Make Shipment On Submit",,
"Mandatory Error",,
Manufacture,,
"Manufacture Date",,
"Mar 23, 2022",,
March,,
"Mark ${0} as submitted?",,
"Marketing Expenses","مصاريف التسويق",
"Material Issue",,
"Material Receipt",,
"Material Transfer",,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,,
Meter,,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,,
Miscellaneous,,
"Miscellaneous Expenses","مصاريف متنوعة",
Mo,,
Mobile,,
Modern,,
Modified,,
"Modified By",,
Monthly,,
Months,,
More,,
"More Filters",,
"More shortcuts will be added soon.",,
"Movement Type"," نوع التنقل ",
Name,الاسم,
Navigate,,
"Need ${0} Serial Numbers for Item ${1}. You have provided ${2}",,
"Net Total","الإجمالي الصافي",
"New ${0}",,
"New ${0} ${1}",,
"New Account","حساب جديد",
"New Company",,
"New Entry"," ادخال جديد ",
"New Template",,
Nine,,
Nineteen,,
Ninety,,
No,لا,
"No Display Entries Found",,
"No Print Templates not found for entry type ${0}",,
"No Value",,
"No Values to be Displayed",,
"No entries found",,
"No entries were imported.",,
"No expenses in this period","لا توجد نفقات في هذه الفترة",
"No filters selected","لم يتم تحديد عوامل تصفية",
"No linked entries found",,
"No results found",,
"No results found, disable filters",,
"No rows added. Select a file or add rows.",,
"No transactions yet","لا توجد معاملات حتى الآن",
"Non Active Serial Number ${0} cannot be used as Manufacture raw material",,
"Non Active Serial Number ${0} cannot be used for Material Issue",,
"Non Active Serial Number ${0} cannot be used for Material Transfer",,
"Non Inactive Serial Number ${0} cannot be used for Material Receipt",,
"Non-Inventory Items",,
None,"لا شيء",
"Not Found",,
"Not Saved",,
"Not Submitted",,
"Not Transferred",,
Notes,ملاحظات,
November,,
"Number Display","لغة وعملة النظام",
"Number Series","سلسلة الأرقام",
"Number of ${0}",,
"Number of Rows",,
October,,
"Office Equipments","معدات مكتبية",
"Office Maintenance Expenses","مصاريف صيانة المكاتب",
"Office Rent","إيجار مكتب",
Okay,,
"Onboarding Complete","اكتمال الإعداد",
One,,
"Only From or To can be set for Manufacture",,
Open,,
"Open Count",,
"Open Documentation",,
"Open Folder","فتح مجلد",
"Open Print View",,
"Open Print View if Print is available.",,
"Open Quick Search",,
"Open Report Print View",,
"Open Sales Invoice List",,
"Open Saved or Submitted Invoice List.",,
"Open the Export Wizard modal",,
"Opening (Cr)","(Cr) الافتتاح",
"Opening (Dr)","(Dr) افتتاح",
"Opening Amount",,
"Opening Amounts",,
"Opening Balance Equity","الرصيد الافتتاحي حقوق الملكية",
"Opening Balances","أرصدة الافتتاح",
"Opening Cash",,
"Opening Cash Amount can not be negative.",,
"Opening Cash In Denominations",,
"Opening Date",,
"Opening Entry",,
"Opening Shift",,
Opportunity,,
Options,,
Orange,,
Organisation,التنظيم,
Outflow,التدفق,
Outstanding,,
"Outstanding Amount","المبلغ المستحق",
POS,,
"POS Closing Shift",,
"POS Counter Cash Account is not set. Please set it on POS Settings",,
"POS Customer",,
"POS Inventory is not set. Please set it on POS Settings",,
"POS Opening Shift",,
"POS Profile",,
"POS Settings",,
"POS Shift Amount",,
"POS Write Off Account is not set. Please set it on POS Settings",,
"Pad Zeros",,
Page,,
Paid,مدفوع,
"Paid ${0}",,
"Paid Change",,
Paisa,,
Parent,الوالد,
"Parent Account","الحساب الوالد",
"Partly Paid",,
"Partly Paid ${0}",,
Party,"مورد / عميل",
"Patch Run",,
Pay,دفع,
"Pay & Print",,
"Pay And Print Button Colour",,
"Pay Button Colour",,
Payable,,
Payment,الدفع,
"Payment ${0} is Saved",,
"Payment For","الدفع مقابل",
"Payment Method","طريقة الدفع",
"Payment No","رقم الدفع",
"Payment Number Series"," تسلسل المدفوعات",
"Payment Print Template","  قالب الطابعة المدفوعات",
"Payment Reference","مرجع الدفع",
"Payment Type","نوع الدفع",
"Payment amount cannot be ${0}.","لا يمكن أن يكون مبلغ الدفعة ${0}",
"Payment amount cannot be less than zero.","مبلغ الدفعة لا يمكن أن يكون أقل من الصفر.",
"Payment amount cannot exceed ${0}.","مبلغ الدفعة لا يمكن أن يتجاوز ${0} .",
"Payment amount: ${0} should be greater than 0.","مبلغ الدفعة: ${0} يجب أن يكون أكبر من 0.",
"Payment amount: ${0} should be less than Outstanding amount: ${1}.","مبلغ الدفعة: ${0} يجب أن يكون أقل من المبلغ المستحق: ${1}",
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit.",,
Payments,المدفوعات,
"Payroll Payable","الرواتب المستحقة الدفع",
"Pending qty. ${0}",,
Periodicity,الدورية,
Phone,الهاتف,
"Pick Columns",,
"Pick Import Columns",,
Pink,,
Place,مكان,
"Place of supply","مكان التوريد",
"Plants and Machineries","المصانع والآليات",
"Please Wait",,
"Please add a customer before saving",,
"Please check Key Hints for valid key names",,
"Please create a ${0} entry to view Template Preview.",,
"Please fill all values.",,
"Please restart and try again.",,
"Please select a Print Template",,
"Please select a batch first",,
"Please select a valid reference type.",,
"Please set GSTIN in General Settings.",,
"Please set Round Off Account in the Settings.",,
"Please set a Display Doc",,
"Point of Sale",,
"Points must be greater than 0",,
"Points must be greather than 0",,
"Pos Print Template",,
"Pos Print Width",,
"Pos Ui",,
"Postal Code","الرمز البريدي",
"Postal Expenses","المصاريف البريدية",
"Posting Date","تاريخ النشر",
Prefix,بادئة,
"Price Discount",,
"Price Discount Scheme",,
"Price Discount Type",,
"Price List"," قائمة الاسعار ",
"Price List Item",,
"Pricing Rule",,
"Pricing Rule Detail",,
"Pricing Rule Item",,
"Prime Bank",,
Print,طباعة,
"Print ${0}",,
"Print Failed",,
"Print Settings","إعدادات الطباعة",
"Print Setup",,
"Print Successful",,
"Print Template",,
"Print Template Name not set",,
"Print Template is empty",,
"Print Templates"," قوالب الطباعة",
"Print View",,
"Print and Stationery","طباعة و المكتبة",
Priority,,
Product,"منتج ",
"Product Discount",,
"Product Discount Scheme",,
Profile,,
"Profit And Loss","تقرير الربح والخسارة",
"Profit and Loss","الربح والخسارة",
Purchase,شراء,
"Purchase Acc."," حساب المبيعات",
"Purchase Amount",,
"Purchase Invoice"," فاتورة مشتريات ",
"Purchase Invoice Item",,
"Purchase Invoice Number Series"," تسلسل فاتورة المشتريات",
"Purchase Invoice Print Template","  قالب الطابعة فاتورة المشتريات",
"Purchase Invoice Terms"," شروط فاتورة المشتريات",
"Purchase Invoices"," فاتورة مشتريات ",
"Purchase Item",,
"Purchase Item Created",,
"Purchase Items","شراء العناصر",
"Purchase Payment",,
"Purchase Payment Account"," حساب دفع المشتريات",
"Purchase Payments"," مدفوعات المشتريات ",
"Purchase Receipt"," ايصال  الشراء  ",
"Purchase Receipt Item",,
"Purchase Receipt Location"," موقع استلام المشتريات",
"Purchase Receipt Number Series"," تسلسل  استلام المشتريات",
"Purchase Receipt Print Template","  قالب الطابعة استلام المشتريات",
"Purchase Receipt Terms"," شروط استلام المشتريات",
