${0},,
"Cancel ${0}?","${0} stornieren?",
"Cancel Button Colour",,
"Cancel or Delete an entry.","Einen Eintrag löschen oder stornieren",
Cancelled,Storniert,
"Cannot Commit Error","Fehler kann nicht eingereicht werden",
"Cannot Delete","Löschen nicht möglich",
"Cannot Delete Account","Account kann nicht gelöscht werden",
"Cannot Export","Export nicht möglich",
"Cannot Import","Import nicht möglich",
"Cannot Open File","Kann Datei nicht öffnen",
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","Kann ${0} ${1} wegen der folgenden ${2} nicht stornieren: ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}",,
"Cannot delete ${0} ""${1}"" because of linked entries.","Kann ${0} ""${1}"" wegen verknüpfter Einträge nicht löschen",
"Cannot open file","Datei kann nicht geöffnet werden",
"Cannot perform operation.","Kann die Operation nicht ausführen",
"Cannot read file","Kann die Datei nicht lesen",
"Capital Equipments",Investitionsgüter,
"Capital Stock",Grundkapital,
Cash,Bargeld,
"Cash Denominations","Bargeld Stückelungen",
"Cash Entry",Buchungen,
"Cash In Hand",Kassenbestand,
Cashflow,Cashflow,
Ceil,,
"Central Tax","Zentrale Steuer",
"Change DB","Datenbank wechseln",
"Change File","Datei auswählen",
"Change Ref Type","Referenztyp ändern",
"Changes made to settings will be visible on reload.","Die Änderungen an den Einstellungen werden erst nach einem Neustart angewendet. Green Bar By SFGCO neustarten?",
Chargeable,Kostenpflichtig,
"Chart Of Accounts Reviewed","Kontenplan überprüft",
"Chart of Accounts",Kontenplan,
Check,,
"Check Digits",,
"City / Town","Stadt / Ortschaft",
Classic,,
Clear,"Löschen ",
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date","Datum der Freigabe",
"Clearance Date not set.",,
"Clicking continue will remove all the selected items.",,
Close,Schließen,
"Close Green Bar By SFGCO and try manually.","Schließen Sie Green Bar By SFGCO und versuchen Sie es manuell.",
"Close POS Shift","POS-Schicht abschließen",
"Close Quick Search","Schnellsuche beenden",
Closing,Abschluss,
"Closing ${0} Amount can not be negative.","Der Schlussbetrag ${0} darf nicht negativ sein.",
"Closing (Cr)","Abschluss (Haben)",
"Closing (Dr)","Abschluss (Soll)",
"Closing Amount",Abschlussbetrag,
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations","Endbestand Bargeld in Stückelung",
"Closing Date",Abschlussdatum,
Collapse,Einklappen,
"Collection Factor (=1 LP)",,
"Collection Rules",,
Color,Farbe,
Colour,,
"Commission on Sales",Umsatzprovision,
Common,Allgemein,
Company,Unternehmen,
"Company Logo",Unternehmenslogo,
"Company Name",Unternehmensname,
"Company Setup","Unternehmen einrichten",
Completed,Abgeschlossen,
Condition,Bedingung,
"Consolidate Columns","Spalten zusammenfassen",
Contacts,Kontakte,
Contains,Enthält,
Continue,,
"Continue submitting Sales Invoice?","Verkaufsrechnung weiter buchen?",
"Contra Entry",Gegenbuchung,
"Conversion Error",Umrechnungsfehler,
"Conversion Factor",Umrechnungs-Faktor,
Converted,,
"Cost Of Goods Sold Acc.","Umsatzkosten (Konto)",
"Cost of Goods Sold",Umsatzkosten,
"Could not connect to database file ${0}, please select the file manually","Konnte keine Verbindung zur Datenbankdatei ${0} herstellen, bitte wählen Sie die Datei manuell aus.",
Count,,
"Counter Cash Account",Kassenkonto,
Country,Land,
"Country Code",Länder-/Regionscode,
"Country code used to initialize regional settings.","Länder-/Regionscode wurde genutzt, um die Einstellungen zu aktualisieren.",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,Kurier,
Cr.,Haben,
"Cr. ${0}","Haben ${0}",
Create,Erstellen,
"Create Demo","Demoinstanz erstellen",
"Create Payment.",,
"Create Purchase","Einkauf anlegen",
"Create Purchase Invoice","Einkaufs-Rechnung anlegen",
"Create Sale",Verkauf,
"Create Sales Invoice","Verkaufs-Rechnung anlegen",
"Create a demo company to try out Green Bar By SFGCO","Erstelle eine Demofirma, um Green Bar By SFGCO auszuprobieren",
"Create a new company and store it on your computer","Erstelle eine neue Firma und speicher sie auf deinem Computer",
"Create a new company or select an existing one from your computer","Erstelle eine neue Firma oder wähle eine existierende von deinem Computer aus",
"Create a new entry of the same type as the List View","Erstellen Sie einen neuen Eintrag des gleichen Typs wie in der Listenansicht.",
"Create new ${0} entry?","Neuen Eintrag ${0} erstellen?",
"Create your first purchase invoice from the created supplier","Erstellen Sie Ihre erste Einkaufsrechnung vom erstellten Lieferanten.",
"Create your first sales invoice for the created customer","Erstellen Sie Ihre erste Verkaufsrechnung für den erstellten Kunden.",
Created,Angelegt,
"Created By","Angelegt von",
"Creating Items and Parties","Artikel und Geschäftspartner anlegen",
"Creating Journal Entries","Journal-Einträge anlegen",
"Creating Purchase Invoices","Einkaufsrechnung anlegen",
Credit,Haben,
"Credit Card Entry",Kreditkarteneintrag,
"Credit Note",Gutschrift,
Creditors,Kreditoren,
Currency,Währung,
"Currency Name",Währungsname,
Current,Kontokorrent,
"Current Assets",Umlaufvermögen,
"Current Liabilities","Laufende Verbindlichkeiten",
"Custom Field","Benutzerdefiniertes Feld",
"Custom Fields","Benutzerdefinierte Felder",
"Custom Form","Benutzerdefiniertes Formular",
"Custom Hex","Eigener Hex-Wert",
Customer,Kunde,
"Customer Created","Kunde erstellt",
"Customer Currency",Kundenwährung,
Customers,Kunden,
Customizations,Anpassungen,
"Customize Form","Formular anpassen",
"Customize your invoices by adding a logo and address details","Fügen Sie Logo und Adresse ein und gestalten Sie Ihren eigenen Rechnungskopf.",
"Dark mode",,
Dashboard,Dashboard,
Data,,
"Data Sync Interval (In Minutes)",,
"Database Error",Datenbankfehler,
"Database file: ${0}","Datenbankdatei: ${0}",
Date,Datum,
"Date Format",Datumsformat,
"Date Time",Datum/Uhrzeit,
Day,Tag,
Debit,Soll,
"Debit Note",Lastschrift,
Debtors,Debitoren,
December,Dezember,
"Decrease print template display scale","Skalierung der Druckvorlage verkleinern",
Default,Standard,
"Default Account",Standard-Konto,
"Default Cash Denominations",,
"Default Location",Standard-Lagerort,
Defaults,Voreinstellungen,
Delete,Löschen,
"Delete ${0}?","${0} löschen?",
"Delete Account","Account löschen",
"Delete Failed","Löschen fehlgeschlagen",
"Delete Group","Gruppe löschen",
Delivered,Geliefert,
Denomination,,
Depreciation,Abschreibung,
"Depreciation Entry",Abschreibungsbuchungen,
Description,Beschreibung,
Details,Details,
"Device ID",,
"Device is offline. Please connect to a network to continue.",,
"Difference Amount",Differenzbetrag,
"Direct Expenses","Direkte Ausgaben",
"Direct Income","Direktes Einkommen",
"Directory for database file ${0} does not exist, please select the file manually","Das Verzeichnis für die Datenbankdatei ${0} existiert nicht, bitte wählen Sie die Datei manuell aus.",
Disabled,Deaktiviert,
"Discount Account",Rabattkonto,
"Discount Account is not set.","Rabattkonto ist nicht eingerichtet.",
"Discount Amount",Rabattierungsbetrag,
"Discount Amount (${0}) cannot be greated than Amount (${1}).","Rabattbetrag (${0}) kann nicht höher sein als der Betrag (${1}).",
"Discount Percent","Rabatt in %",
"Discount Percent (${0}) cannot be greater than 100.","Rabatt (${0}) kann nicht größer als 100% sein.",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount","Rabattierter Betrag",
Discounts,Rabatte,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc","Anzeigedokument anzeigen",
"Display Logo in Invoice","Logo in der Rechnung anzeigen",
"Display Precision","Genauigkeit anzeigen",
"Display Precision should have a value between 0 and 9.","Die Anzeigegenauigkeit sollte einen Wert zwischen 0 und 9 haben.",
"Display Scale","Skala anzeigen",
"Display Time In Invoice",,
"Dividends Paid","Ausgeschüttete Dividende",
"Do not Contact",,
"Doc ${0} ${1} not set","Anleitung ${0} ${1} nicht gesetzt",
Docs,Dokumente,
"Document Name",,
Documentation,Dokumentation,
"Does Not Contain","Enthält nicht",
Done,Fertig,
Dr.,Dr.,
"Dr. ${0}","Dr. ${0}",
Draft,Entwurf,
Duplicate,Duplizieren,
"Duplicate Entry","Eintrag duplizieren",
"Duplicate Template","Vorlage duplizieren",
"Duplicate columns found: ${0}","Doppelte Spalten gefunden: ${0}",
"Duties and Taxes","Zölle und Steuern",
"Dynamic Link","Dynamische Verknüpfung",
"ERPNext Sync",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",Anzahlung,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","Elektronische Ausrüstungen",
Eleven,,
Email,E-Mail,
"Email Address",E-Mail-Adresse,
Empty,Leer,
"Empty file selected","Leere Datei ausgewählt",
"Enable Barcodes","Barcodes aktivieren",
"Enable Batches","Gebinde aktivieren",
"Enable Coupon Code",,
"Enable Discount Accounting","Rabattrechnung aktivieren",
"Enable ERPNext Sync",,
"Enable Form Customization","Formularanpassung aktivieren",
"Enable Inventory","Inventar aktivieren",
"Enable Invoice Returns","Rechnungsrückgaben aktivieren",
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable POS Without Inventory",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale","Verkaufsstelle aktivieren",
"Enable Price List","Preisliste aktivieren",
"Enable Pricing Rule",,
"Enable Serial Number","Seriennummern aktivieren",
"Enable UOM Conversion","Einheitenumrechnung aktivieren",
Enabled,Aktiviert,
"Enabled For","Aktiviert für",
Endpoints,,
"Enter Country to load States","Geben Sie das Land an, um die Bundesländer/-Staaten zu laden.",
"Enter State","Bundesland/-Staat angeben",
"Enter barcode","Barcode eingeben",
"Enter weight barcode",,
"Entertainment Expenses","Ausgaben für Unterhaltung",
Entry,Eintrag,
"Entry Currency",Eintragswährung,
"Entry Label",Eintragslabel,
"Entry No",Buchungsnummer,
"Entry No.",Buchungsnummer,
"Entry Type","Buchungstyp ",
"Entry has Grand Total ${0}. Please verify amounts.","Eintrag hat Gesamtsumme ${0}. Bitte überprüfen Sie die Beträge.",
Equity,Eigenkapital,
Error,Fehler,
"Exchange Gain/Loss",Wechselkursgewinne/-verluste,
"Exchange Rate",Wechselkurse,
"Excise Entry",Verbrauchssteuer-Eintrag,
"Existing Company","Bestehendes Unternehmen",
Expand,Ausklappen,
"Expected Amount","Erwarteter Betrag",
Expense,Ausgabe,
"Expense Account",Aufwandskonto,
Expenses,Ausgaben,
"Expenses Included In Valuation","In die Bewertung einbezogene Ausgaben",
"Expiry Date",Ablaufdatum,
"Expiry Duration",,
Export,Exportieren,
"Export Failed","Export gescheitert",
"Export Format",Export-Format,
"Export Successful","Export erfolgreich",
"Export Wizard",Export-Assistent,
"FBooks Integration Version",,
Failed,Fehlgeschlagen,
Fax,Fax,
Features,Merkmale,
February,Februar,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,Feld,
Fieldname,Feldname,
"Fieldname ${0} already exists for ${1}","""Feldname ${0} existiert bereits für ${1}"",
""Fieldname ${0} already used for Custom Field ${1}"",""Feldname ${0} wird bereits für benutzerdefiniertes Feld ${1} verwendet"",
Fieldtype,Feldtyp,
""File ${0} does not exist."",""Datei ${0} existiert nicht"",
""File selection failed"",""Dateiauswahl fehlgeschlagen"",
Fill,Auffüllen,
Filter,Filter,
""Fiscal Year"",Geschäftsjahr,
""Fiscal Year End Date"",""Ende Geschäftsjahr (Bilanzstichtag)"",
""Fiscal Year Start Date"",""Beginn Geschäftsjahr "",
""Fix Failed"",""Festsetzung fehlgeschlagen"",
""Fixed Asset"",""Vermögen festgesetzt"",
""Fixed Assets"",Anlagevermögen,
Float,,
""Following cells have errors: ${0}."",""Folgende Zellen haben Fehler: ${0}."",
""Following links do not exist: ${absentLinks .map((l) =>"",,
Font,Schriftart,
""For Purchase"",""Für Einkauf"",
""For Sales"",""Für Verkauf"",
""Forbidden Error"",""Unzulässiger Fehler"",
""Form Section"",,
""Form Tab"",""Formular Tab"",
""Form Type"",""Formular Typ"",
Fr,,
Fraction,Bruchteil,
""Fraction Units"",Fraktionseinheiten,
""Green Bar By SFGCO does not have access to the selected file: ${0}"",,
""Freight and Forwarding Charges"",""Fracht- und Speditionskosten"",
From,Von,
""From Account"",""Von Konto"",
""From Date"",""Von Datum"",
""From Loc."",""Von Ort"",
""From Year"",""Von Jahr"",
""Full Name"",""Vollständiger Name"",
""Furnitures and Fixtures"",""Mobiliar und Einrichtungsgegenstände"",
GST,,
""GSTIN No."",GSTIN-Nr.,
GSTR1,GSTR1,
GSTR2,GSTR2,
""Gain/Loss on Asset Disposal"",""Gewinn/Verlust aus der Veräußerung von Vermögenswerten"",
General,Allgemein,
""General Ledger"",Hauptbuch,
""Get Started"",""Los geht's"",
Global,,
""Go back to the previous page"",""Zur vorherigen Seite zurückkehren"",
Gram,Gramm,
""Grand Total"",Gesamtbetrag,
""Greater Than"",""Größer als"",
Green,Grün,
""Group By"",""Gruppieren nach"",
HSN/SAC,HSN/SAC,
""HSN/SAC Code"",HSN/SAC-Code,
""Half Yearly"",Semester,
""Half Years"",Semester,
""Has Batch"",""Hat Gebinde"",
""Has Serial Number"",""Hat Seriennummer"",
""Height (in cm)"",""Höhe (in cm)"",
Help,Hilfe,
""Hex Value"",Hex-Wert,
""Hidden values will be visible on Print on."",""Versteckte Variablen werden nicht im Druck angezeigt"",
""Hide Get Started"",""""Los geht's"" ausblenden"",
""Hide Group Amounts"",""Gruppenkonten ausblenden"",
""Hide Month/Year"",""Monat/Jahr ausblenden"",
""Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app."",""Blendet den Abschnitt ""Erste Schritte"" in der Seitenleiste aus. Die Änderung wird beim Neustart oder beim Aktualisieren der App sichtbar."",
Hour,Stunde,
INR,,
Image,Bild,
""Import Complete"",""Import erfolgreich abgeschlossen"",
""Import Data"",""Importierte Daten"",
""Import Data."",""Importierte Daten"",
""Import Type"",Import-Typ,
""Import Wizard"",""Import-Assistent"",
""Importer not set"," reload tool"",""Importer nicht gesetzt"
"Fieldname ${0} already used for Custom Field ${1}",,
Fieldtype,,
Fifteen,,
Fifty,,
"File ${0} does not exist.",,
"File selection failed",,
Fill,,
Filter,,
"Filter by Group",,
"Fiscal Year",,
"Fiscal Year End Date",,
"Fiscal Year Start Date",,
Five,,
"Fix Failed",,
"Fixed Asset",,
"Fixed Assets",,
Float,,
Floor,,
"Following cells have errors: ${0}.",,
"Following links do not exist: ${absentLinks .map((l) =>",,
Font,,
"For Purchase",,
"For Sales",,
"Forbidden Error",,
"Form Section",,
"Form Tab",,
"Form Type",,
Forty,,
Four,,
Fourteen,,
Fr,,
Fraction,,
"Fraction Units",,
"Free Item",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges",,
From,,
"From Account",,
"From Date",,
"From Lead",,
"From Loc.",,
"From Year",,
"Full Name",,
"Furnitures and Fixtures",,
GST,,
"GSTIN No.",,
GSTR1,,
GSTR2,,
"Gain/Loss on Asset Disposal",,
General,,
"General Ledger",,
"Get Started",,
Global,,
"Go back to the previous page",,
Gram,,
"Grand Total",,
"Greater Than",,
Green,,
"Green Bar By SFGCO does not have access to the selected file: ${0}",,
"Group By",,
HSN/SAC,,
"HSN/SAC Code",,
"Half Yearly",,
"Half Years",,
"Has Batch",,
"Has Serial Number",,
"Height (in cm)",,
Held,,
"Held Button Colour",,
Help,,
"Hex Value",,
"Hidden values will be visible on Print on.",,
"Hide Get Started",,
"Hide Group Amounts",,
"Hide Month/Year",,
"Hide Unavailable Items",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.",,
Hour,,
Hundred,,
INR,,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
Image,,
"Import Complete",,
"Import Data",,
"Import Data.",,
"Import Type",,
"Import Wizard",,
"Importer not set, reload tool",,
Inactive,,
"Include Cancelled",,
Income,,
"Income Account",,
"Increase print template display scale",,
Indigo,,
"Indirect Expenses",,
"Indirect Income",,
Inflow,,
"Instance Id",,
"Insufficient Quantity",,
"Insufficient Quantity.",,
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}",,
Int,,
"Integration Error Log",,
Interested,,
"Intergrated Tax",,
"Internal Precision",,
"Invalid HSN Code.",,
"Invalid Key Error",,
"Invalid Quantity for Item ${0}",,
"Invalid barcode value ${0}.",,
"Invalid value ${0} for ${1}",,
"Invalid value found for ${0}",,
Inventory,,
"Inventory Items",,
"Inventory Settings",,
Investments,,
Invoice,,
"Invoice Created",,
"Invoice Date",,
"Invoice Item",,
"Invoice No",,
"Invoice No.",,
"Invoice Value",,
Invoices,,
Is,,
"Is Coupon Code Based",,
"Is Custom",,
"Is Empty",,
"Is Enabled",,
"Is Group",,
"Is Landscape",,
"Is Not",,
"Is Not Empty",,
"Is POS Shift Open",,
"Is Price List Enabled",,
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required",,
"Is Sync Enabled",,
"Is Whole",,
Item,,
"Item ${0} has Zero Quantity",,
"Item ${0} is a batched item",,
"Item ${0} is not a batched item",,
"Item ${0} not found",,
"Item ${0} not in Stock",,
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description",,
"Item Discounts",,
"Item Group",,
"Item Name",,
"Item Prices",,
"Item Visibility",,
"Item is out of stock (quantity is zero)",,
"Item with From location not found",,
"Item with To location not found",,
"Item with barcode ${0} not found.",,
ItemCode,,
Items,,
January,,
"John Doe",,
"Journal Entries",,
"Journal Entry",,
"Journal Entry Account",,
"Journal Entry Number Series",,
"Journal Entry Print Template",,
July,,
June,,
"Key Hints",,
Kg,,
Label,,
Language,,
Lead,,
"Left Index",,
"Legal Expenses",,
"Less Filters",,
"Less Than",,
Liability,,
Limit,,
Link,,
"Link Validation Error",,
"Linked Entries",,
List,,
"List View",,
"Load an existing company from your computer",,
"Loading Report...",,
"Loading instance...",,
Loading...,,
"Loans (Liabilities)",,
"Loans and Advances (Assets)",,
Locale,,
Location,,
"Location Name",,
Logo,,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Make Entry",,
"Make Payment On Submit",,
"Make Purchase Receipt On Submit",,
"Make Shipment On Submit",,
"Mandatory Error",,
Manufacture,,
"Manufacture Date",,
"Mar 23, 2022",,
March,,
"Mark ${0} as submitted?",,
"Marketing Expenses",,
"Material Issue",,
"Material Receipt",,
"Material Transfer",,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,,
Meter,,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,,
Miscellaneous,,
"Miscellaneous Expenses",,
Mo,,
Mobile,,
Modern,,
Modified,,
"Modified By",,
Monthly,,
Months,,
More,,
"More Filters",,
"More shortcuts will be added soon.",,
"Movement Type",,
Name,,
Navigate,,
"Need ${0} Serial Numbers for Item ${1}. You have provided ${2}",,
"Net Total",,
"New ${0}",,
"New ${0} ${1}",,
"New Account",,
"New Company",,
"New Entry",,
"New Template",,
Nine,,
Nineteen,,
Ninety,,
No,,
"No Display Entries Found",,
"No Print Templates not found for entry type ${0}",,
"No Value",,
"No Values to be Displayed",,
"No entries found",,
"No entries were imported.",,
"No expenses in this period",,
"No filters selected",,
"No linked entries found",,
"No results found",,
"No results found, disable filters",,
"No rows added. Select a file or add rows.",,
"No transactions yet",,
"Non Active Serial Number ${0} cannot be used as Manufacture raw material",,
"Non Active Serial Number ${0} cannot be used for Material Issue",,
"Non Active Serial Number ${0} cannot be used for Material Transfer",,
"Non Inactive Serial Number ${0} cannot be used for Material Receipt",,
"Non-Inventory Items",,
None,,
"Not Found",,
"Not Saved",,
"Not Submitted",,
"Not Transferred",,
Notes,,
November,,
"Number Display",,
"Number Series",,
"Number of ${0}",,
"Number of Rows",,
October,,
"Office Equipments",,
"Office Maintenance Expenses",,
"Office Rent",,
Okay,,
"Onboarding Complete",,
One,,
"Only From or To can be set for Manufacture",,
Open,,
"Open Count",,
"Open Documentation",,
"Open Folder",,
"Open Print View",,
"Open Print View if Print is available.",,
"Open Quick Search",,
"Open Report Print View",,
"Open Sales Invoice List",,
"Open Saved or Submitted Invoice List.",,
"Open the Export Wizard modal",,
"Opening (Cr)",,
